standardized_smiles,Standard Value
Cc1nc(-c2cccc3ccccc23)sc1C(=O)N1CCC(CO)CC1,99.5
Cc1nc(-c2cn3c(n2)-c2ccc(-c4cnn(C(C)(C)C(N)=O)c4)cc2OCC3)n(C(C)C)n1,76.0
Cc1nc(COc2ccc(C[C@H](NC(=O)O[C@H]3CO[C@H]4OCC[C@H]43)[C@H](O)CN(CC(C)C)S(=O)(=O)c3ccc4c(c3)OCO4)cc2)cs1,98.0
Cc1nc(N)c2ncn([C@@H]3O[C@H](CN(C)C/C=C\CN)[C@@H](O)[C@H]3O)c2n1,41.2
Cc1nc(N)nc(-c2cc(Cl)cnc2Nc2cnc(Cl)c(NS(=O)(=O)N(C)C)c2)n1,99.8
Cc1nc(N2CCC(O)(C3CC3)CC2)nc2ccc(NC(=O)/C=C/c3ccc(Cl)cc3)cc12,99.5
Cc1nc(NCCCN2CCOCC2)cc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)n1,92.0
Cc1nc(Nc2ccc(C(=O)O)cc2)ncc1CN1CCC(N2C(=O)N(C3CCOCC3)C[C@H]2c2cccc(Cl)c2)CC1,89.0
Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,91.0
Cc1nc(Oc2ccc(C(=O)O)cc2)ccc1CN1CCC(N2C(=O)N(C3CCOCC3)C[C@H]2c2cccc(Cl)c2)CC1,95.7
Cc1nc(Oc2ccc(C(=O)O)cc2)ccc1CN1CCC(N2C(=O)N(C3CCOCC3)C[C@H]2c2cccc(F)c2)CC1,94.8
Cc1nc(Oc2ccc(C(=O)O)cc2)ccc1CN1CCC(N2C(=O)N(C3CCOCC3)C[C@H]2c2ccccc2)CC1,93.3
Cc1nc(Oc2ccc(C(N)=O)cc2)ccc1CN1CCC(N2C(=O)N(C3CCOCC3)C[C@H]2c2ccccc2)CC1,89.4
Cc1nc(Sc2ccc(C(=O)O)cc2)ccc1CN1CCC(N2C(=O)N(C3CCOCC3)C[C@H]2c2ccccc2)CC1,94.3
Cc1nc([C@H](C(=O)N(C)CCO)N2C(=O)[C@@H](C3Cc4ccccc4C3)NC(=O)[C@H]2CC(C)C)co1,80.0
Cc1nc([C@H](C(=O)N2CCC2)N2C(=O)[C@@H](C3Cc4ccccc4C3)NC(=O)[C@H]2CC(C)C)co1,80.0
Cc1nc([C@H](C(=O)N2CCOCC2)N2C(=O)[C@@H](C3Cc4ccccc4C3)NC(=O)[C@H]2CC(C)C)co1,80.0
Cc1nc([C@H](C(=O)NC(C)C)N2C(=O)[C@@H](C3Cc4ccccc4C3)NC(=O)[C@H]2CC(C)C)co1,63.0
Cc1nc2c(C#N)cccc2n1-c1ccc(C(=O)NC2CC2)s1,88.8
Cc1nc2c(c(-c3ccc(Cl)cc3Cl)c1CN)C(=O)N(CC(=O)N(C)C)C2,18.0
Cc1nc2ccc3c(=O)cc(-c4ccc(N5CCCC5)cc4)oc3c2[nH]1,99.9
Cc1nc2cnc3[nH]ccc3c2n1[C@@H]1CCC[C@@H](O)C1,40.0
Cc1ncc(Cl)c(N2CC[C@@H](C)N(C(=O)c3ccccc3-n3nccn3)CC2)n1,95.0
Cc1ncc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1cnc(OC2CCOCC2)c(N2CCOCC2)c1,98.0
Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,73.0
Cc1ncn(-c2ncc(F)c3c(C(=O)C(=O)N4CCN(C(=O)c5ccccc5)CC4)c[nH]c23)n1,97.0
Cc1nn2c(O)cc(N3CCOCC3)nc2c1Cc1cccc(C(F)(F)F)c1C,99.9
Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c([O-])c(=O)n2C)o1,17.0
Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,93.5
Cc1noc2c1-c1sc(C)c(C)c1C(c1ccc(C#N)cc1)=N[C@H]2CC(N)=O,95.9
Cc1noc2c1-c1sc(C)c(C)c1C(c1ccc(Cl)cc1)=N[C@H]2CC(N)=O,99.4
Cc1noc2c1-c1sc(C)c(C)c1C(c1ccc(N)nc1)=N[C@H]2CC(N)=O,99.4
Cc1noc2c1-c1sc(C)c(C)c1C(c1ccccc1)=N[C@H]2CC(N)=O,98.2
Cc1oc(-c2ccccc2)nc1COc1ccc(CCC(=O)O)cc1,98.6
Cc1oc(=O)oc1COC(=O)N1CC[C@@H](N2CC/C(=C\C3=C(C(=O)O)N4C(=O)[C@@H](NC(=O)/C(=N/O)c5nsc(N)n5)[C@H]4SC3)C2=O)C1,16.0
Cc1onc(-c2c(F)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,94.6
Clc1cc(Cl)cc(CNc2ncncc2-c2ccc3c(c2)OCO3)c1,99.35
Clc1ccc(-c2ccc(-c3nccn3-c3ccc(N4CCNCC4)cc3)o2)cc1,97.2
Cn1c(=O)[nH]c2cc(N3CCC[C@@](C)(N)C3)n(Cc3ccccc3)c2c1=O,71.1
Cn1c(=O)c(F)c(Nc2ccc(I)cc2F)c2c(=O)n(C[C@@H](O)CO)cnc21,97.0
Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC(CCO)CCO)nc21,5.4
Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC3CCOCC3)nc21,1.5
Cn1c(=O)c2c(cc(N3CCC[C@@](C)(N)C3)n2Cc2cc(F)ccc2C#N)n(C)c1=O,73.0
Cn1c(=O)c2c(ncn2C)n(C)c1=O,37.8
Cn1c(Nc2ccc(C(F)(F)F)cc2)nc2cc(Oc3ccnc(-c4ncc(C(F)(F)F)[nH]4)c3)ccc21,99.0
Cn1cc(-c2ccc(Cn3cc(C(=O)O)c(=O)c4c(F)ccc(F)c43)nc2)cn1,77.0
Cn1cc(-c2ccc(Cn3cc(C(=O)O)c(=O)c4c(F)cccc43)nc2)cn1,78.6
Cn1cc(-c2ccc(Cn3cc(C(=O)O)c(=O)c4cccc(F)c43)nc2)cn1,98.4
Cn1cc(-c2ccc(Cn3cc(C(=O)O)c(=O)c4ccccc43)c(F)c2)cn1,98.0
Cn1cc(-c2ccc(Cn3cc(C(=O)O)c(=O)c4sccc43)cc2)cn1,93.4
Cn1cc(-c2ccc(Cn3cc(C(=O)O)c(=O)c4sccc43)nc2)cn1,72.1
Cn1cc(-c2cccc(N3CCc4c(sc5c4CCCC5)C3=O)c2CO)cc(Nc2ccncn2)c1=O,97.0
Cn1cc(C(=O)NC[C@@H](O)CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)c(C(F)(F)F)cc1=O,93.0
Cn1cc(NC(=O)c2cnn3ccc(N)nc23)c(-c2cc(Cl)ccc2Cl)n1,98.5
Cn1cc(NC(=O)c2cnn3ccc(N)nc23)c(-c2cccc(Cl)c2)n1,98.9
Cn1cc(NC(=O)c2cnn3cccnc23)c(-c2cccc(Cl)c2)n1,99.4
Cn1cc(S(=O)(=O)N2CCC3=Cc4c(cnn4-c4ccc(F)cc4)C[C@]3(C(=O)c3cc(C(F)(F)F)ccn3)C2)cn1,99.5
Cn1cc2cc(Cn3cc(C(=O)O)c(=O)c4c(F)cccc43)ccc2n1,76.5
Cn1cnc(S(=O)(=O)N2CCS[C@H]2C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)c1,98.5
Cn1cnc2cc(-c3ccc(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)c(Cl)c3)cnc21,30.0
Cn1nc(-c2cccc3ccccc23)cc1C(=O)N1CCC(CO)CC1,97.7
Cn1nc(C(C)(C)C)cc1NC(=O)C(C)(C)S(=O)(=O)c1ccc(Cl)cc1,93.6
Cn1ncc2cc(Cn3cc(C(=O)O)c(=O)c4c(F)cccc43)ccc21,88.3
FC(F)(F)c1c(N2CCC(c3ccccc3)CC2)ccn2c(CC3CC3)nnc12,99.82
N#C/C=C(\Nc1cccc2c(Cl)c[nH]c12)N[C@H]1CCCCN(CC(=O)N2CCCC2)C1=O,84.0
N#CC(C#N)=C(Nc1cccc2c(Cl)c[nH]c12)N[C@H]1CCCCN(CC(=O)N2CCCC2)C1=O,88.0
N#CC1(c2cccc(Cl)n2)CCN(Cc2cc(C(=O)O)c(=O)n3ccccc23)CC1,92.9
N#CC1(c2ccccc2)CCN(Cc2cc(C(=O)N[C@H]3CCCC[C@@H]3O)c(=O)n3ccccc23)CC1,85.2
N#CC1(c2ccccc2)CCN(Cc2cc(C(=O)O)c(=O)n3ccccc23)CC1,89.9
N#CC1(c2ccccc2F)CCN(Cc2cc(C(=O)O)c(=O)n3ccccc23)CC1,94.5
N#CC1(c2ccccn2)CCN(Cc2cc(C(=O)NC3CCCCC3(F)F)c(=O)n3ccccc23)CC1,89.5
N#CC1(c2ccccn2)CCN(Cc2cc(C(=O)NC3CCCCC3)c(=O)n3ccccc23)CC1,93.4
N#CC1(c2ccccn2)CCN(Cc2cc(C(=O)NC3CCOCC3)c(=O)n3ccccc23)CC1,51.0
N#CC1(c2ccccn2)CCN(Cc2cc(C(=O)N[C@H]3CCCC[C@@H]3F)c(=O)n3ccccc23)CC1,81.5
N#CC1(c2ccccn2)CCN(Cc2cc(C(=O)N[C@H]3CCCC[C@@H]3O)c(=O)n3ccccc23)CC1,52.0
N#CC1(c2ccccn2)CCN(Cc2cc(C(=O)O)c(=O)n3ccccc23)CC1,70.9
N#CC1(c2cccnc2)CCN(Cc2cc(C(=O)O)c(=O)n3ccccc23)CC1,63.9
N#CCN1CCC(n2c(=O)cnc3cnc4ccc(-c5ccc(N)nc5)cc4c32)CC1,64.0
N#CCc1ccccc1C#Cc1ccc(CCC(=O)O)c(F)c1,97.3
N#CCc1ccccc1C#Cc1ccc(CCC(=O)O)cc1,99.9
N#Cc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3CC3)c2)c(Cl)c1,97.8
N#Cc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)[C@H]3C[C@H]3F)c2)c(Cl)c1,93.2
N#Cc1cc(Cl)cc(-c2cc(-c3ccc(F)cn3)ncn2)c1,98.0
N#Cc1cc(Cl)cc(Oc2c(Cl)ccn(Cc3n[nH]c4ncccc34)c2=O)c1,96.7
N#Cc1cc(Cl)cc(Oc2cc(OCc3n[nH]c4nc(N)ccc34)ccc2Cl)c1,96.5
N#Cc1cc(F)c(C(=O)Nc2ccnc(NC(=O)[C@H]3C[C@H]3F)c2)c(Cl)c1,86.6
N#Cc1ccc(-c2ccc(C3=NOC(c4ccccc4-c4cncnc4)N3c3ccc(N4CCNCC4)cc3)o2)cc1,96.5
N#Cc1ccc(N2CCN(Cc3cc(C(=O)N[C@H]4CCCC[C@@H]4O)c(=O)n4ccccc34)CC2)cc1,90.5
N#Cc1ccc(N2CCN(Cc3cc(C(=O)O)c(=O)n4ccccc34)CC2)cc1,86.6
N#Cc1ccc(NC(=O)NC2C3CC4CC(C3)CC2C4)cc1,99.0
N#Cc1cccc(C(=O)N[C@@H]2CCC[C@@H](NC(=O)c3ccccn3)C2)c1,84.3
N#Cc1cccc(S(=O)(=O)c2cnc3cc(F)ccc3c2-c2ccc(Cl)cc2)c1,99.61
N#Cc1ccccc1-c1ccc(Cn2cc(C(=O)O)c(=O)c3c(F)cccc32)cc1,99.1
N#Cc1ccccc1-c1ccc(Cn2cc(C(=O)O)c(=O)c3cccc(F)c32)cc1,99.4
N#Cc1ccccc1N1CCN(C(=O)COCc2ccccc2)CC1,94.0
N#Cc1cnc2c(ccn2-c2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)c(Cl)c2)c1,95.0
N=C(N)c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)[C@@H](NCC(=O)O)C(c2ccccc2)c2ccccc2)s1,49.2
N=C(N)c1ccc(CNC(=O)[C@@H]2CCN2C(=O)[C@H](NCC(=O)O)C2CCCCC2)cc1,15.3
N=C(NCCCOc1ccc(F)cc1)Nc1ccc(Cl)cc1,93.4
N=C(NCCCOc1ccc(F)cc1)Nc1ccc(I)cc1,96.6
N=C(c1ccc(C(=O)Nc2ccccc2C(=O)Nc2ccc(Cl)cn2)cc1)N1CCCCC1,89.0
NC(=O)C(=O)C(Cc1ccccc1)NC(=O)c1cccnc1-n1ccc(-c2ccc(F)cc2)n1,93.0
NC(=O)C(=O)C(Cc1ccccc1)NC(=O)c1cccnc1-n1ccc(-c2ccccc2)n1,93.0
NC(=O)CN1CCN(Cc2nc(-c3cn(CC4CCOCC4)c4c(Cl)cccc34)no2)CC1,96.0
NC(=O)Nc1ccc(-c2nc(NCc3ccccn3)c3c(-c4ccccc4)cccc3n2)cn1,99.5
NC(=O)Nc1cncc(-c2nc(NCc3ccccn3)c3c(-c4ccccc4)cccc3n2)c1,99.5
NC(=O)c1c(-c2ccccc2)[nH]c(-c2ccnc(N)n2)c1I,68.0
NC(=O)c1c(NC(=O)Nc2ccc(Cl)cc2)sc2c1CCN(CCCNC(=O)CCc1c[nH]c3ccccc13)C2,99.9
NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1ccc2sccc2c1,77.0
NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1ccccc1,64.0
NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1cccs1,68.0
NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1ccsc1,78.0
NC(=O)c1cc(-c2nc(N)ncc2F)[nH]c1-c1ccccc1,68.0
NC(=O)c1cc(Cl)c2c(Cl)c(C3CC3)n([C@H]3CCCNC3)c2n1,99.0
NC(=O)c1ccc(-c2cccc3nc(-c4cncnc4)nc(NCc4ccccn4)c23)cc1,99.0
NC(=O)c1ccc(-c2nc(NCc3ccccn3)c3c(-c4ccccc4)cccc3n2)cn1,99.0
NC(=O)c1ccccc1OCCCN1CCN(c2cccc3c2ccn3S(=O)(=O)c2ccccc2)CC1,99.0
NC(=O)c1cn(CC(=O)N2[C@@H]3C[C@@H]3C[C@H]2C(=O)Nc2cccc(Br)n2)c2ccccc12,86.9
NC(=O)c1cncc(-c2nc(NCc3ccccn3)c3c(-c4ccccc4)cccc3n2)c1,99.5
NC(=O)c1ncc(F)c2c(C(=O)C(=O)N3CCN(C(=O)c4ccccc4)CC3)c[nH]c12,96.0
NC(=O)c1nn(CC(=O)N2[C@@H]3C[C@@H]3C[C@H]2C(=O)Nc2cccc(Br)n2)c2ccccc12,92.0
NC(=O)n1cc(NC(=O)N2[C@@H]3C[C@@H]3C[C@H]2C(=O)Nc2cccc(Br)n2)c2ccccc21,96.4
NC(=O)n1cc(NC(=O)N2[C@@H]3C[C@@H]3C[C@H]2C(=O)Nc2cccc(C(F)(F)F)c2F)c2ccccc21,99.0
NC(=O)n1cc(NC(=O)N2[C@@H]3C[C@@H]3C[C@H]2C(=O)Nc2cccc(C(F)(F)F)n2)c2ccccc21,95.2
NC1CCc2c(Br)ccc(-c3ccccc3)c2CC1=O,99.0
NCCCn1c2c(c3ccc(N)cc3c1=O)C(=O)c1ccccc1-2,75.0
NCc1cc(Oc2cccc(C(=O)N3C[C@@H](O)[C@H](F)C3)c2)nc(C(F)(F)F)c1,68.0
NCc1cc(Oc2cccc(C(=O)Nc3ccccc3)c2)nc(C(F)(F)F)c1,96.0
NS(=O)(=O)Nc1cncc(-c2nc(NCc3ccccn3)c3c(-c4ccccc4)cccc3n2)c1,99.5
NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,98.7
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,58.0
NS(=O)(=O)c1ccc(-c2nc(NCc3ccccn3)c3c(-c4ccccc4)cccc3n2)cn1,99.5
NS(=O)(=O)c1cncc(-c2nc(NCc3ccccn3)c3c(-c4ccccc4)cccc3n2)c1,99.0
N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,47.0
Nc1c(-c2ccccc2)nn(-c2nc(C(=O)O)cs2)c1-c1ccccc1,99.0
Nc1c(C(=O)NCC(O)(CN(CCF)C(=O)c2c(F)cccc2F)C(F)(F)F)cnn1-c1ccc(F)cc1,93.0
Nc1c(C(=O)NCC(O)(CN(CCO)C(=O)c2c(Cl)cccc2Cl)C(F)(F)F)cnn1-c1ccc(F)cc1,93.0
Nc1c(C(=O)NCC(O)(CN(CCO)C(=O)c2c(F)cccc2F)C(F)(F)F)cnn1-c1ccc(F)cc1,68.0
Nc1c2c(nc3ccccc13)CCCC2,55.0
Nc1ccc(-c2ccc(Cn3cc(C(=O)O)c(=O)c4cccc(F)c43)cc2)cn1,95.3
Nc1ccc(-c2ccc(Cn3cc(C(=O)O)c(=O)c4cccc(F)c43)nc2)cn1,90.9
Nc1ccc(-c2cnc3[nH]cc(-c4ccc5[nH]ccc5c4)c3c2)cn1,98.4
Nc1cccc(-c2ccc(Cn3cc(C(=O)O)c(=O)c4cccc(F)c43)cc2)c1,96.4
Nc1cccc(-c2ccc(Cn3cc(C(=O)O)c(=O)c4cccc(F)c43)cn2)c1,93.5
Nc1cccc(-c2ccc(Cn3cc(C(=O)O)c(=O)c4cccc(F)c43)nc2)c1,95.5
Nc1cccc(-c2ccc(Cn3cc(C(=O)O)c(=O)c4sccc43)nc2)c1,88.3
Nc1ncc(-c2cnc3[nH]cc(-c4ccc5[nH]ccc5c4)c3c2)cn1,97.6
Nc1ncc(-c2nc(NCc3ccccn3)c3c(-c4ccccc4)cccc3n2)cn1,99.5
O=C(C(=O)N1CCN(C(=O)c2ccccc2)CC1)c1c[nH]c2c(-c3cnco3)ncc(F)c12,99.2
O=C(C(=O)N1CCN(C(=O)c2ccccc2)CC1)c1c[nH]c2c(-n3ccnn3)ncc(F)c12,95.3
O=C(C(=O)N1CCN(C(=O)c2ccccc2)CC1)c1c[nH]c2c(-n3cncn3)ncc(F)c12,97.0
O=C(C1=C(c2ccc(CCCOc3c(F)ccc(F)c3Cl)cc2)C[C@@H]2CNC[C@H]1N2)N(Cc1cccc(Cl)c1Cl)C1CC1,99.0
O=C(C1CC(F)(F)C1)N1CCc2nc(C#Cc3ccccc3)sc2C1,98.9
O=C(C1CCC(F)(F)CC1)N1CC(c2nc(-c3cccc(Cl)c3)no2)C1,98.7
O=C(CC1(c2ccccc2)C2CC3CC1CC(C2)C3O)N1CC(O)C1,54.0
O=C(CNC(=O)c1cccc(C(F)(F)F)c1)N[C@H]1CN([C@H]2CC[C@@H](c3ccccc3)CC2)C[C@@H]1O,2.6
O=C(CO)NC1CCN(Cc2ccc(Oc3nc4ccccc4s3)cc2)CC1,95.0
O=C(COc1c(Cl)cc(Cl)cc1Cl)N/N=C/c1ccc[nH]1,98.8
O=C(CSc1nnc(Br)n1-c1ccc(C2CC2)c2ccccc12)Nc1ccc(C(=O)O)cc1Cl,99.0
O=C(N1CCCC1)N1CCc2nc(C#Cc3ccccc3)sc2C1,97.6
O=C(NC1CC1)c1ccc(-c2ccc(Cn3cc(C(=O)O)c(=O)c4cccc(F)c43)cc2)cc1,98.1
O=C(NC1CCC1)c1ccc(C#Cc2cccc(F)c2)cn1,99.0
O=C(NC1CCCC1)C1CCN(c2nc3cc(Cl)ccc3o2)CC1,99.5
O=C(NCC(F)(F)F)c1ccc(-c2cccc3nc(-c4cncnc4)nc(NCc4ccccn4)c23)cc1,99.5
O=C(NCC1(N2CCN(c3ccccc3)CC2)CCOCC1)c1cccnc1Sc1ccccc1,97.8
O=C(NCCO)c1cccc(-c2ccc(Cn3cc(C(=O)O)c(=O)c4cccc(F)c43)cc2)c1,97.6
O=C(NCCc1ccccc1Cl)c1cc(-n2ncc(=O)[nH]c2=O)ccc1Cl,99.5
O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2ccccc12,98.0
O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)cc1C(F)(F)F,89.0
O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]nc1C(F)(F)F,98.0
O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]nc1C1CC1,96.0
O=C(NCc1ccc(F)cc1)C1C(=O)N(O)C(=O)c2ccccc21,99.9
O=C(NCc1ccc(F)cc1)c1cnn2c1N[C@@H](c1ccc(N3CCOCC3)cc1)C[C@H]2C(F)(F)F,98.2
O=C(NCc1ccc(F)cc1)c1cnn2c1N[C@@H](c1ccc(OC3COC3)cc1)C[C@H]2C(F)(F)F,97.3
O=C(NCc1ccc(F)cc1)c1ncc2cccnc2c1O,99.2
O=C(NOCCO)c1ccc2cncn2c1Nc1ccc(I)cc1F,99.5
O=C(NOCCO)c1ccn2cncc2c1Nc1ccc(I)cc1F,98.5
O=C(NOCCO)c1ncc2cncn2c1Nc1ccc(I)cc1F,91.0
O=C(N[C@@H](CC1CCCCC1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)[O-])OCc1cccc(Cl)c1,96.0
O=C(N[C@@H]1C2CCN(CC2)[C@H]1Cc1cccnc1)c1cc2ccccc2o1,60.0
O=C(N[C@@H]1CCC[C@@H](NC(=O)c2cccc(Cl)c2)C1)c1cccc(F)c1,96.1
O=C(N[C@@H]1CCC[C@@H](NC(=O)c2ccccn2)C1)c1cccc(Cl)c1,93.5
O=C(N[C@@H]1CCC[C@H](O)C1)c1noc(-c2ccc(C(F)(F)F)cc2)c1CNC1CC1,88.2
O=C(N[C@@H]1CCC[C@H](O)C1)c1noc(-c2ccc(C(F)(F)F)cc2)c1CO,91.9
O=C(N[C@@H]1CCC[C@H](O)C1)c1noc(-c2ccc(C(F)(F)F)cc2)c1Cl,99.0
O=C(N[C@@H]1CCCc2cc(CN3CCCCC3)ccc21)[C@H](O)[C@H](O)CS(=O)(=O)c1ccc2ccccc2c1,97.54
O=C(N[C@@H]1CCCc2cc(CN3CCCCC3)ccc21)[C@H](O)[C@H](O)CS(=O)(=O)c1cccc(C(F)(F)F)c1,71.79
O=C(N[C@H]1CCCC[C@@H]1O)c1cc(CN2CCN(c3cc4ccccc4cn3)CC2)c2ccccn2c1=O,91.3
O=C(N[C@H]1CCCC[C@@H]1O)c1cc(CN2CCN(c3cc4scnc4cn3)CC2)c2ccccn2c1=O,91.8
O=C(N[C@H]1CCC[C@@H]1COc1ccccc1)C1CCN(c2nc3cc(Cl)ccc3o2)CC1,99.0
O=C(N[C@H]1CCNC1=O)c1cnc2cc(C3CC3)ncc2c1,43.0
O=C(N[C@H]1CCNC1=O)c1cnc2cc(N3CCC3)ncc2c1,59.0
O=C(N[C@H]1CCNC1=O)c1cnc2nc(C3CC3)c(Cl)cc2c1,81.0
O=C(Nc1cc(-c2cc3c([nH]2)C2(CCCNC2)CNC3=O)ccn1)c1ccc2ccccc2c1,99.6
O=C(Nc1cc(-c2cc3c([nH]2)C2(CCCNC2)CNC3=O)ccn1)c1cccc(OC(F)(F)F)c1,98.7
O=C(Nc1cc(-c2cc3c([nH]2)C2(CCNC2)CNC3=O)ccn1)c1ccc2ccccc2c1,99.8
O=C(Nc1cc(-c2cc3c([nH]2)C2(CCNC2)CNC3=O)ccn1)c1cccc(OC(F)(F)F)c1,98.3
O=C(Nc1cc(-c2cc3c([nH]2)C2(CCNCC2)CNC3=O)ccn1)c1ccc2ccccc2c1,99.7
O=C(Nc1cc(-c2cc3c([nH]2)C2(CCNCC2)CNC3=O)ccn1)c1cccc(OC(F)(F)F)c1,95.8
O=C(Nc1cc(C(F)(F)F)ccc1-n1cncn1)C1(c2ccccc2)CC1,99.0
O=C(Nc1cc(C(F)(F)F)no1)NC12CC3CC(CC(C3)C1)C2,99.6
O=C(Nc1ccc(C(F)(F)F)cc1)NC1CCN(C(=O)C2CC2)CC1,95.1
O=C(Nc1ccc(C2CCN(C(=O)[C@H]3CC[C@H](C(=O)O)CC3)CC2)cc1)c1nc(-c2ccccc2)oc1C(F)(F)F,0.7
O=C(Nc1ccc(F)c(F)c1F)NC1C2CC3CC(C2)CC1C3,98.8
O=C(Nc1ccc(NC(=O)c2ccccn2)cc1)c1ccc(O)c([N+](=O)[O-])c1,99.0
O=C(Nc1ccc(NC(=O)c2ccccn2)cc1)c1cccc(-c2c[nH]c(=O)[nH]c2=O)c1,98.1
O=C(Nc1ccc(S(=O)(=O)N2CCC(Cl)CC2)cc1)c1ccc([N+](=O)[O-])o1,99.0
O=C(Nc1ccc2c(c1)N(S(=O)(=O)c1ccc(F)cc1)CC2)c1c(F)cccc1F,99.0
O=C(Nc1ccc2c(c1)N(S(=O)(=O)c1ccc(F)cc1)CCC2)c1c(F)cccc1Cl,99.0
O=C(Nc1ccc2c(c1)N(S(=O)(=O)c1ccc(F)cc1)CCC2)c1c(F)cccc1F,99.0
O=C(Nc1ccc2c(c1)N(S(=O)(=O)c1ccc(F)cc1)CCC2)c1ccccc1Cl,99.0
O=C(Nc1ccc2c(ccn2-c2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)c(Cl)c2)c1)c1ccc(Cl)cc1,99.0
O=C(Nc1cccc(N2CCCCC2=O)c1)c1ccccc1Br,82.0
O=C(Nc1cccc(N2CCCS2(=O)=O)c1)c1ccccc1Br,91.0
O=C(Nc1cccnn1)N1CCC(=Cc2cccc(Oc3ccc(C(F)(F)F)cn3)c2)CC1,90.0
O=C(Nc1ccnc(NC(=O)C2CC2)c1)c1c(Cl)cccc1Cl,95.1
O=C(Nc1ccnc(NC(=O)[C@H]2C[C@H]2F)c1)c1c(Cl)cccc1Cl,97.5
O=C(Nc1ccnc(NC(=O)[C@H]2C[C@H]2F)c1)c1c(F)cccc1Cl,93.4
O=C(Nc1cnc(-c2ccncc2F)c(-c2cccnc2)n1)C1CC1,89.0
O=C(Nc1nc(-c2cccc(C(F)(F)F)c2F)cs1)c1cnc(N2CCC(C(=O)O)CC2)c(Cl)c1,99.5
O=C(Nc1nc2ccccc2s1)NC12CC3CC(CC(C3)C1)C2,99.8
O=C(Nc1ncc(Cl)s1)[C@H](CC1CCOCC1)n1ncc2c(S(=O)(=O)C3CC3)cccc21,99.96
O=C(Nc1ncc([N+](=O)[O-])s1)c1ccccc1O,97.5
O=C(Nc1nccs1)NC12CC3CC(CC(C3)C1)C2,99.1
O=C(Nc1nnc(C2CC2)o1)NC1C2CC3CC(C2)CC1C3,97.7
O=C(Nc1nnc(C2CCC2)o1)NC1C2CC3CC(C2)CC1C3,98.7
O=C(O)C1=Cc2cc(S(F)(F)(F)(F)F)cc(Br)c2O[C@@H]1C(F)(F)F,99.91
O=C(O)C1=Cc2cc(S(F)(F)(F)(F)F)cc(Br)c2O[C@H]1C(F)(F)F,99.95
O=C(O)C1=Cc2cc(S(F)(F)(F)(F)F)ccc2OC1C(F)(F)F,99.9
O=C(O)C1=Cc2cc(S(F)(F)(F)(F)F)ccc2O[C@@H]1C(F)(F)F,99.96
O=C(O)C1=Cc2ccc(S(F)(F)(F)(F)F)cc2OC1C(F)(F)F,99.94
O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,99.0
O=C(O)CC[C@H](NC(=O)c1ccc(N(CCCl)CCCl)cc1)C(=O)O,92.0
O=C(O)CCc1cc(F)c(OCc2c(-c3ccc(Cl)cc3)noc2C(F)(F)F)c(F)c1,99.93
O=C(O)CCc1cc(F)c(OCc2c(-c3ccccc3)noc2C(F)(F)F)c(F)c1,99.83
O=C(O)CCc1ccc(C#Cc2cc(Cl)nc(Cl)c2)cc1,96.9
